record_id,timestamp,process_id,tool_nominal_capacity,wip_queue_size,tool_utilization_pct,downstream_queue_size,wafer_quantity,lot_priority_num,remaining_stages,nominal_cycle_time_hr,chamber_health,has_active_disruption,actual_delay_hours
HIST-00256,2026-09-02 21:00:00,PRC-04,70,54,77.5,94,75,2,7,5.5,71,1,34.56
HIST-00257,2026-08-11 08:00:00,PRC-08,50,23,45.9,84,25,3,3,4.0,88,0,15.94
HIST-00258,2026-05-03 17:00:00,PRC-08,35,61,173.0,80,75,2,3,4.0,73,1,78.18
HIST-00259,2026-05-29 03:00:00,PRC-01,50,45,90.1,37,100,4,10,3.5,98,0,11.67
HIST-00260,2026-03-29 11:00:00,PRC-06,40,50,124.7,48,50,3,5,7.0,80,0,27.58
HIST-00261,2026-05-28 21:00:00,PRC-03,45,45,100.1,68,150,3,8,8.0,88,0,16.81
HIST-00262,2026-07-09 04:00:00,PRC-04,70,41,58.0,49,50,3,7,5.5,89,0,13.82
HIST-00263,2026-08-08 18:00:00,PRC-08,70,32,46.3,68,100,1,3,4.0,98,0,15.76
HIST-00264,2026-04-26 23:00:00,PRC-01,45,26,57.9,35,25,2,10,3.5,81,0,10.79
HIST-00265,2026-06-05 06:00:00,PRC-06,40,37,91.9,86,125,4,5,7.0,81,0,13.87
HIST-00266,2026-05-05 23:00:00,PRC-10,50,65,129.5,83,50,4,1,6.5,83,0,36.84
HIST-00267,2026-06-06 18:00:00,PRC-08,30,28,94.5,51,100,3,3,4.0,74,0,15.11
HIST-00268,2026-03-10 19:00:00,PRC-07,70,114,162.9,25,50,2,4,5.0,85,0,58.32
HIST-00269,2026-06-19 08:00:00,PRC-07,40,64,160.4,61,150,3,4,5.0,93,0,49.08
HIST-00270,2026-04-12 16:00:00,PRC-02,35,23,66.7,28,25,1,9,6.0,95,0,10.22
HIST-00271,2026-02-03 16:00:00,PRC-02,30,24,79.1,34,25,3,9,6.0,89,0,5.86
HIST-00272,2026-03-11 17:00:00,PRC-03,30,15,49.6,60,75,4,8,8.0,94,0,7.27
HIST-00273,2026-06-13 17:00:00,PRC-08,35,60,171.0,84,50,3,3,4.0,94,0,50.28
HIST-00274,2026-01-03 00:00:00,PRC-05,40,43,107.6,44,25,2,6,4.5,88,0,17.45
HIST-00275,2026-01-03 13:00:00,PRC-09,70,101,143.6,32,75,2,2,3.0,99,1,71.08
HIST-00276,2026-03-05 05:00:00,PRC-05,50,38,75.1,15,125,2,6,4.5,91,0,9.57
HIST-00277,2026-03-11 09:00:00,PRC-07,70,66,94.2,48,25,2,4,5.0,80,0,21.69
HIST-00278,2026-04-26 08:00:00,PRC-09,70,56,79.9,39,25,2,2,3.0,83,1,31.43
HIST-00279,2026-04-23 23:00:00,PRC-10,45,31,69.4,17,50,1,1,6.5,99,1,32.15
HIST-00280,2026-04-06 14:00:00,PRC-01,35,20,56.7,16,100,2,10,3.5,91,0,6.23
HIST-00281,2026-07-29 12:00:00,PRC-01,40,22,55.4,33,25,2,10,3.5,90,1,23.73
HIST-00282,2026-02-20 14:00:00,PRC-01,30,52,171.7,46,100,3,10,3.5,93,0,49.02
HIST-00283,2026-05-21 16:00:00,PRC-02,50,66,131.6,41,100,2,9,6.0,84,0,34.42
HIST-00284,2026-01-29 07:00:00,PRC-02,40,43,107.6,53,50,2,9,6.0,68,0,22.4
HIST-00285,2026-06-02 04:00:00,PRC-07,40,19,47.0,50,125,1,4,5.0,80,1,22.08
HIST-00286,2026-06-10 01:00:00,PRC-06,70,40,56.6,35,100,1,5,7.0,86,0,13.4
HIST-00287,2026-08-17 14:00:00,PRC-01,40,52,128.8,83,25,1,10,3.5,79,0,37.69
HIST-00288,2026-03-17 17:00:00,PRC-04,30,40,134.6,60,150,1,7,5.5,67,0,37.92
HIST-00289,2026-01-18 16:00:00,PRC-08,35,42,118.7,84,75,2,3,4.0,94,0,29.46
HIST-00290,2026-07-07 05:00:00,PRC-03,45,38,83.4,48,125,2,8,8.0,65,0,20.03
HIST-00291,2026-05-08 17:00:00,PRC-01,50,78,156.4,94,50,2,10,3.5,69,0,58.54
HIST-00292,2026-08-02 04:00:00,PRC-03,50,41,81.8,67,150,2,8,8.0,71,0,23.64
HIST-00293,2026-06-29 18:00:00,PRC-03,70,34,49.1,28,100,2,8,8.0,67,0,15.78
HIST-00294,2026-08-02 02:00:00,PRC-05,30,28,92.6,92,150,1,6,4.5,78,0,19.49
HIST-00295,2026-05-16 01:00:00,PRC-08,70,90,128.1,61,125,3,3,4.0,91,0,42.25
HIST-00296,2026-05-15 21:00:00,PRC-02,70,59,84.5,42,125,1,9,6.0,79,0,24.55
HIST-00297,2026-06-29 21:00:00,PRC-04,50,63,126.3,37,125,3,7,5.5,91,0,26.34
HIST-00298,2026-06-03 14:00:00,PRC-07,30,20,66.7,38,125,2,4,5.0,86,0,6.71
HIST-00299,2026-04-07 17:00:00,PRC-06,40,47,116.5,56,75,2,5,7.0,92,0,24.74
HIST-00300,2026-05-13 04:00:00,PRC-05,40,68,170.0,72,100,1,6,4.5,67,0,65.64
HIST-00301,2026-05-11 17:00:00,PRC-05,30,25,84.0,43,50,4,6,4.5,66,0,13.98
HIST-00302,2026-03-05 07:00:00,PRC-10,50,33,65.1,19,100,2,1,6.5,73,0,9.89
HIST-00303,2026-07-31 22:00:00,PRC-05,70,59,84.0,88,100,3,6,4.5,78,0,25.43
HIST-00304,2026-07-17 10:00:00,PRC-10,70,114,163.0,91,150,2,1,6.5,89,1,74.81
HIST-00305,2026-03-23 17:00:00,PRC-06,70,71,101.5,30,50,3,5,7.0,65,0,28.78
HIST-00306,2026-05-28 16:00:00,PRC-10,35,31,87.5,43,50,1,1,6.5,90,0,14.57
HIST-00307,2026-04-13 16:00:00,PRC-02,35,35,101.2,65,50,1,9,6.0,70,0,22.01
HIST-00308,2026-05-24 19:00:00,PRC-07,70,95,135.7,32,100,3,4,5.0,96,0,40.62
HIST-00309,2026-03-30 19:00:00,PRC-09,35,27,76.5,49,100,2,2,3.0,70,1,29.5
HIST-00310,2026-08-25 07:00:00,PRC-01,70,59,84.6,59,125,3,10,3.5,93,0,20.08
HIST-00311,2026-01-04 10:00:00,PRC-04,60,56,93.6,25,25,3,7,5.5,80,0,18.29
HIST-00312,2026-07-12 08:00:00,PRC-02,40,41,103.5,17,75,2,9,6.0,99,0,10.34
HIST-00313,2026-01-16 09:00:00,PRC-09,45,57,126.0,33,150,3,2,3.0,66,0,31.73
HIST-00314,2026-06-19 21:00:00,PRC-04,70,95,135.5,49,25,2,7,5.5,65,1,69.2
HIST-00315,2026-06-02 17:00:00,PRC-06,70,41,59.0,52,150,2,5,7.0,89,0,17.23
HIST-00316,2026-03-20 10:00:00,PRC-02,35,25,70.9,73,125,4,9,6.0,66,1,35.54
HIST-00317,2026-07-27 01:00:00,PRC-08,45,64,141.8,17,75,3,3,4.0,87,0,35.22
HIST-00318,2026-06-18 04:00:00,PRC-05,45,72,160.8,18,125,4,6,4.5,79,0,43.07
HIST-00319,2026-03-26 14:00:00,PRC-02,60,57,94.7,93,150,3,9,6.0,91,0,26.6
HIST-00320,2026-06-30 16:00:00,PRC-09,35,25,71.9,32,125,3,2,3.0,77,0,8.51
HIST-00321,2026-03-23 04:00:00,PRC-03,45,78,174.4,33,150,4,8,8.0,75,0,54.8
HIST-00322,2026-02-03 05:00:00,PRC-01,70,60,86.4,67,100,2,10,3.5,82,0,23.4
HIST-00323,2026-07-19 15:00:00,PRC-01,70,121,173.2,93,75,3,10,3.5,79,0,74.21
HIST-00324,2026-02-05 05:00:00,PRC-03,50,78,155.0,75,150,3,8,8.0,76,0,52.81
HIST-00325,2026-08-26 14:00:00,PRC-04,35,17,49.2,16,75,4,7,5.5,79,0,2.21
HIST-00326,2026-07-04 10:00:00,PRC-10,45,60,134.4,73,50,2,1,6.5,67,0,43.44
HIST-00327,2026-03-04 16:00:00,PRC-07,50,84,167.1,88,125,3,4,5.0,67,0,64.41
HIST-00328,2026-08-15 09:00:00,PRC-09,45,78,172.9,20,125,2,2,3.0,68,0,58.14
HIST-00329,2026-05-09 03:00:00,PRC-05,45,30,66.6,52,125,4,6,4.5,98,0,7.56
HIST-00330,2026-06-01 22:00:00,PRC-03,70,85,121.1,84,50,2,8,8.0,85,0,39.92
HIST-00331,2026-04-03 02:00:00,PRC-04,45,26,56.7,56,150,3,7,5.5,75,0,14.58
HIST-00332,2026-02-13 10:00:00,PRC-09,60,57,94.9,80,125,4,2,3.0,89,0,20.25
HIST-00333,2026-09-04 14:00:00,PRC-10,70,91,130.7,34,50,4,1,6.5,76,0,37.96
HIST-00334,2026-05-08 17:00:00,PRC-05,60,41,68.5,31,50,1,6,4.5,81,1,34.29
HIST-00335,2026-08-14 17:00:00,PRC-01,50,80,159.8,45,50,3,10,3.5,95,0,48.35
HIST-00336,2026-08-07 01:00:00,PRC-05,50,63,126.7,41,25,2,6,4.5,68,0,37.4
HIST-00337,2026-06-29 19:00:00,PRC-10,70,86,123.4,57,25,1,1,6.5,91,0,40.18
HIST-00338,2026-04-05 12:00:00,PRC-10,70,83,118.1,73,150,3,1,6.5,67,1,56.28
HIST-00339,2026-02-23 22:00:00,PRC-02,70,70,100.6,85,25,2,9,6.0,73,0,31.16
HIST-00340,2026-06-26 19:00:00,PRC-04,50,26,52.6,88,150,4,7,5.5,98,0,12.87
HIST-00341,2026-05-08 15:00:00,PRC-05,45,56,124.1,55,75,3,6,4.5,87,0,25.09
HIST-00342,2026-07-08 06:00:00,PRC-03,50,38,75.3,52,50,1,8,8.0,66,0,23.6
HIST-00343,2026-03-20 09:00:00,PRC-10,45,44,98.8,57,75,3,1,6.5,78,1,27.4
HIST-00344,2026-09-03 00:00:00,PRC-09,50,44,87.1,15,25,3,2,3.0,86,0,12.84
HIST-00345,2026-08-17 17:00:00,PRC-03,35,31,88.0,58,150,2,8,8.0,95,0,10.93
HIST-00346,2026-03-22 17:00:00,PRC-06,45,66,146.9,67,150,1,5,7.0,98,0,46.51
HIST-00347,2026-08-04 05:00:00,PRC-09,30,22,72.1,57,75,1,2,3.0,74,0,19.36
HIST-00348,2026-01-09 08:00:00,PRC-10,50,48,95.6,91,25,4,1,6.5,84,0,17.85
HIST-00349,2026-07-19 06:00:00,PRC-07,30,33,109.6,45,75,2,4,5.0,84,0,19.23
HIST-00350,2026-05-15 09:00:00,PRC-02,45,50,110.8,76,125,2,9,6.0,86,0,27.5
HIST-00351,2026-01-30 00:00:00,PRC-06,35,51,145.0,27,125,3,5,7.0,73,0,33.48
HIST-00352,2026-07-10 09:00:00,PRC-05,30,40,134.3,91,25,2,6,4.5,67,1,61.69
HIST-00353,2026-02-08 05:00:00,PRC-01,50,72,143.6,41,75,2,10,3.5,83,0,41.05
HIST-00354,2026-03-11 04:00:00,PRC-05,30,14,47.0,94,125,3,6,4.5,78,0,13.58
HIST-00355,2026-01-13 03:00:00,PRC-05,50,38,76.8,24,75,3,6,4.5,86,0,12.95
HIST-00356,2026-07-29 06:00:00,PRC-07,30,17,56.2,65,50,3,4,5.0,93,0,8.86
HIST-00357,2026-05-01 07:00:00,PRC-09,30,51,171.6,74,125,1,2,3.0,94,1,63.69
HIST-00358,2026-03-26 10:00:00,PRC-04,35,55,156.9,93,75,4,7,5.5,90,0,41.44
HIST-00359,2026-05-11 03:00:00,PRC-08,45,22,48.9,75,25,2,3,4.0,94,0,11.59
HIST-00360,2026-04-13 18:00:00,PRC-07,70,97,137.9,28,75,3,4,5.0,69,0,49.55
HIST-00361,2026-09-08 13:00:00,PRC-07,35,44,125.7,85,50,4,4,5.0,89,1,36.97
HIST-00362,2026-08-03 15:00:00,PRC-10,70,63,89.5,45,50,3,1,6.5,69,0,22.44
HIST-00363,2026-07-28 19:00:00,PRC-02,50,61,122.5,56,125,1,9,6.0,93,0,34.03
HIST-00364,2026-06-12 00:00:00,PRC-07,40,44,109.3,22,25,2,4,5.0,73,0,21.23
HIST-00365,2026-08-22 21:00:00,PRC-03,60,39,64.4,83,75,2,8,8.0,93,0,17.73
HIST-00366,2026-03-17 01:00:00,PRC-05,45,62,138.3,59,25,3,6,4.5,97,0,38.26
HIST-00367,2026-06-01 12:00:00,PRC-06,50,85,170.8,15,150,3,5,7.0,87,1,64.76
HIST-00368,2026-04-09 11:00:00,PRC-06,60,57,94.8,63,100,3,5,7.0,76,0,22.64
HIST-00369,2026-02-04 02:00:00,PRC-07,35,29,82.5,31,50,1,4,5.0,66,0,15.82
HIST-00370,2026-04-19 17:00:00,PRC-03,60,90,149.8,73,150,3,8,8.0,92,0,46.38
HIST-00371,2026-05-20 18:00:00,PRC-08,45,41,91.2,38,100,3,3,4.0,96,0,9.79
HIST-00372,2026-01-21 04:00:00,PRC-06,30,52,172.2,87,100,3,5,7.0,72,0,55.45
HIST-00373,2026-09-03 21:00:00,PRC-09,70,121,172.9,50,100,3,2,3.0,98,0,63.18
HIST-00374,2026-04-27 16:00:00,PRC-02,60,76,127.4,89,75,3,9,6.0,86,0,39.58
HIST-00375,2026-07-06 18:00:00,PRC-08,50,70,140.4,68,75,4,3,4.0,83,0,41.48
HIST-00376,2026-03-15 15:00:00,PRC-05,30,38,126.8,89,50,3,6,4.5,83,0,27.48
HIST-00377,2026-08-21 18:00:00,PRC-02,35,39,110.7,50,75,1,9,6.0,82,0,22.33
HIST-00378,2026-08-09 01:00:00,PRC-03,60,62,103.1,37,75,3,8,8.0,80,0,18.01
HIST-00379,2026-02-23 18:00:00,PRC-06,30,51,170.8,91,50,3,5,7.0,91,0,48.15
HIST-00380,2026-08-31 17:00:00,PRC-06,30,39,128.5,29,25,2,5,7.0,90,0,25.11
HIST-00381,2026-06-23 10:00:00,PRC-04,45,60,133.9,64,100,2,7,5.5,98,0,38.28
HIST-00382,2026-03-11 10:00:00,PRC-09,60,102,169.3,27,125,3,2,3.0,92,0,55.64
HIST-00383,2026-02-19 16:00:00,PRC-05,40,60,149.3,47,150,3,6,4.5,94,0,38.51
HIST-00384,2026-01-26 16:00:00,PRC-06,60,81,134.7,38,75,3,5,7.0,65,0,42.03
HIST-00385,2026-08-17 06:00:00,PRC-02,60,62,103.0,43,150,2,9,6.0,77,1,43.32
HIST-00386,2026-06-15 18:00:00,PRC-10,60,36,60.8,30,25,4,1,6.5,73,0,12.13
HIST-00387,2026-08-20 21:00:00,PRC-03,30,41,135.4,47,75,2,8,8.0,69,0,35.07
HIST-00388,2026-03-08 08:00:00,PRC-06,40,26,66.1,24,75,3,5,7.0,89,0,7.63
HIST-00389,2026-01-28 14:00:00,PRC-03,45,24,54.0,40,125,2,8,8.0,96,1,22.63
HIST-00390,2026-06-17 20:00:00,PRC-05,30,15,49.5,24,125,3,6,4.5,93,1,18.69
HIST-00391,2026-04-22 12:00:00,PRC-01,30,39,131.4,49,50,3,10,3.5,90,0,27.53
HIST-00392,2026-04-02 10:00:00,PRC-02,50,37,74.4,64,150,3,9,6.0,95,0,12.87
HIST-00393,2026-02-15 17:00:00,PRC-05,45,23,52.2,26,75,3,6,4.5,86,1,19.86
HIST-00394,2026-01-22 20:00:00,PRC-01,45,59,130.9,53,150,2,10,3.5,71,0,35.97
HIST-00395,2026-05-17 14:00:00,PRC-08,60,42,69.6,19,50,1,3,4.0,80,0,14.3
HIST-00396,2026-05-14 14:00:00,PRC-01,30,27,89.1,58,150,1,10,3.5,72,0,18.68
HIST-00397,2026-03-04 22:00:00,PRC-09,35,49,141.3,44,25,1,2,3.0,74,0,42.28
HIST-00398,2026-06-01 02:00:00,PRC-03,30,20,67.4,21,75,3,8,8.0,71,0,7.24
HIST-00399,2026-03-25 03:00:00,PRC-02,30,33,109.6,93,50,1,9,6.0,77,0,29.93
HIST-00400,2026-07-13 13:00:00,PRC-10,50,31,62.9,42,25,3,1,6.5,86,1,20.85
HIST-00401,2026-02-10 00:00:00,PRC-03,60,56,93.1,36,100,2,8,8.0,67,0,22.92
HIST-00402,2026-07-17 15:00:00,PRC-08,30,14,45.8,37,25,3,3,4.0,83,0,3.37
HIST-00403,2026-05-08 19:00:00,PRC-03,35,22,63.6,49,125,2,8,8.0,80,0,12.69
HIST-00404,2026-09-08 03:00:00,PRC-02,60,91,152.4,53,75,2,9,6.0,80,0,53.66
HIST-00405,2026-09-05 15:00:00,PRC-10,40,63,157.2,84,125,2,1,6.5,78,0,52.78
HIST-00406,2026-06-07 14:00:00,PRC-08,35,23,65.8,20,25,3,3,4.0,83,0,2.52
HIST-00407,2026-06-01 18:00:00,PRC-01,30,42,141.3,83,50,2,10,3.5,66,0,45.79
HIST-00408,2026-04-16 06:00:00,PRC-06,45,32,70.8,56,50,3,5,7.0,85,0,9.52
HIST-00409,2026-02-04 14:00:00,PRC-07,35,19,54.6,89,100,1,4,5.0,92,0,14.29
HIST-00410,2026-02-04 03:00:00,PRC-04,60,55,91.6,49,50,2,7,5.5,67,0,25.88
HIST-00411,2026-09-06 17:00:00,PRC-08,45,45,99.4,58,50,4,3,4.0,75,0,15.62
HIST-00412,2026-03-13 00:00:00,PRC-04,30,30,98.5,81,100,4,7,5.5,78,0,13.26
HIST-00413,2026-01-02 13:00:00,PRC-07,60,95,158.4,46,75,2,4,5.0,79,0,57.94
HIST-00414,2026-07-30 03:00:00,PRC-01,30,52,173.9,79,25,2,10,3.5,90,0,54.77
HIST-00415,2026-01-24 00:00:00,PRC-08,45,34,76.3,86,25,3,3,4.0,91,0,14.7
HIST-00416,2026-02-05 22:00:00,PRC-08,60,51,84.6,73,125,3,3,4.0,66,0,27.78
HIST-00417,2026-01-09 09:00:00,PRC-07,35,52,147.7,62,150,2,4,5.0,65,0,48.1
HIST-00418,2026-08-14 10:00:00,PRC-07,70,56,80.1,93,125,3,4,5.0,78,0,23.88
HIST-00419,2026-06-30 02:00:00,PRC-01,50,84,167.9,61,25,1,10,3.5,88,0,57.62
HIST-00420,2026-07-12 18:00:00,PRC-09,60,87,145.6,32,75,2,2,3.0,72,0,51.64
HIST-00421,2026-04-26 15:00:00,PRC-04,70,99,141.9,43,75,2,7,5.5,82,0,50.97
HIST-00422,2026-04-05 21:00:00,PRC-09,50,76,152.8,75,150,3,2,3.0,99,0,48.64
HIST-00423,2026-06-28 04:00:00,PRC-02,35,56,160.9,73,25,1,9,6.0,76,0,54.29
HIST-00424,2026-02-03 15:00:00,PRC-08,35,56,158.7,81,150,1,3,4.0,91,0,50.97
HIST-00425,2026-04-16 18:00:00,PRC-06,45,46,102.7,17,75,2,5,7.0,66,0,22.95
HIST-00426,2026-03-19 18:00:00,PRC-06,60,77,129.0,56,100,3,5,7.0,98,0,35.22
HIST-00427,2026-02-12 19:00:00,PRC-03,70,59,84.8,48,50,2,8,8.0,83,0,19.58
HIST-00428,2026-03-23 18:00:00,PRC-03,60,69,114.6,38,50,3,8,8.0,74,0,31.05
HIST-00429,2026-09-07 05:00:00,PRC-03,45,36,78.9,38,50,3,8,8.0,67,0,17.71
HIST-00430,2026-02-09 00:00:00,PRC-09,40,24,60.8,18,100,4,2,3.0,74,0,7.7
HIST-00431,2026-01-29 23:00:00,PRC-09,50,44,88.1,52,100,4,2,3.0,74,0,17.26
HIST-00432,2026-04-02 02:00:00,PRC-08,30,19,63.1,85,25,2,3,4.0,90,0,12.55
HIST-00433,2026-09-03 02:00:00,PRC-06,30,37,124.1,39,125,3,5,7.0,82,0,23.4
HIST-00434,2026-02-07 22:00:00,PRC-09,45,32,70.3,55,125,3,2,3.0,68,0,14.92
HIST-00435,2026-04-24 23:00:00,PRC-07,40,38,95.2,16,75,2,4,5.0,84,0,13.19
HIST-00436,2026-08-02 18:00:00,PRC-07,70,72,102.5,35,150,4,4,5.0,92,0,20.33
HIST-00437,2026-01-23 00:00:00,PRC-10,30,19,63.7,53,100,4,1,6.5,98,0,8.01
HIST-00438,2026-03-16 17:00:00,PRC-07,60,98,163.9,68,50,3,4,5.0,73,0,61.49
HIST-00439,2026-06-13 20:00:00,PRC-08,30,46,152.0,53,125,2,3,4.0,94,0,39.74
HIST-00440,2026-05-07 02:00:00,PRC-08,30,39,130.0,51,100,2,3,4.0,80,1,49.15
HIST-00441,2026-05-12 23:00:00,PRC-10,60,55,92.0,76,125,2,1,6.5,81,0,23.41
HIST-00442,2026-04-02 05:00:00,PRC-10,30,46,154.9,35,125,1,1,6.5,85,0,39.28
HIST-00443,2026-07-15 03:00:00,PRC-01,40,37,92.0,60,25,2,10,3.5,98,0,16.24
HIST-00444,2026-04-03 03:00:00,PRC-10,70,47,66.7,56,75,3,1,6.5,84,0,18.21
HIST-00445,2026-01-27 06:00:00,PRC-09,50,45,90.7,33,25,1,2,3.0,83,0,15.13
HIST-00446,2026-06-29 03:00:00,PRC-03,50,37,73.7,39,125,3,8,8.0,98,0,13.98
HIST-00447,2026-06-02 16:00:00,PRC-07,45,74,164.1,29,50,4,4,5.0,95,0,45.77
HIST-00448,2026-06-26 07:00:00,PRC-06,35,48,137.3,18,150,3,5,7.0,79,0,30.46
HIST-00449,2026-01-28 01:00:00,PRC-05,35,25,72.3,25,100,3,6,4.5,72,1,29.02
HIST-00450,2026-07-20 03:00:00,PRC-09,50,26,52.7,30,75,1,2,3.0,84,0,10.7
HIST-00451,2026-03-31 11:00:00,PRC-10,35,42,121.4,40,50,3,1,6.5,66,1,51.74
HIST-00452,2026-01-04 16:00:00,PRC-03,70,77,110.1,93,50,3,8,8.0,69,1,52.69
HIST-00453,2026-08-06 22:00:00,PRC-04,60,42,69.9,51,50,4,7,5.5,99,1,33.03
HIST-00454,2026-04-08 13:00:00,PRC-08,40,54,135.8,38,100,3,3,4.0,71,0,33.36
HIST-00455,2026-07-04 01:00:00,PRC-04,50,37,74.6,29,75,1,7,5.5,72,0,17.43
HIST-00456,2026-02-27 17:00:00,PRC-02,40,44,109.2,64,75,2,9,6.0,84,0,23.15
HIST-00457,2026-06-22 03:00:00,PRC-07,40,69,173.0,69,50,4,4,5.0,95,0,54.35
HIST-00458,2026-07-09 05:00:00,PRC-07,45,51,112.9,25,25,1,4,5.0,90,0,22.91
HIST-00459,2026-07-02 18:00:00,PRC-02,40,69,171.8,58,50,3,9,6.0,90,0,51.81
HIST-00460,2026-02-07 14:00:00,PRC-10,40,57,143.3,66,75,2,1,6.5,90,0,38.43
HIST-00461,2026-01-07 05:00:00,PRC-02,30,23,77.6,78,50,3,9,6.0,73,1,34.95
HIST-00462,2026-05-14 15:00:00,PRC-07,50,67,133.3,34,75,3,4,5.0,71,0,35.48
HIST-00463,2026-01-09 13:00:00,PRC-08,35,29,83.2,78,100,3,3,4.0,99,0,8.82
HIST-00464,2026-07-19 09:00:00,PRC-02,45,47,103.5,63,100,2,9,6.0,67,0,25.01
HIST-00465,2026-05-01 15:00:00,PRC-03,45,45,101.0,54,150,2,8,8.0,72,0,19.74
HIST-00466,2026-09-08 09:00:00,PRC-09,70,46,65.3,22,100,2,2,3.0,89,0,12.58
HIST-00467,2026-04-08 03:00:00,PRC-06,30,15,48.7,20,50,3,5,7.0,87,0,2.44
HIST-00468,2026-06-01 02:00:00,PRC-07,40,70,174.0,67,75,1,4,5.0,80,0,57.96
HIST-00469,2026-04-18 08:00:00,PRC-02,70,59,84.6,58,50,1,9,6.0,85,1,38.78
HIST-00470,2026-05-06 03:00:00,PRC-01,60,64,106.1,17,75,2,10,3.5,89,0,21.34
HIST-00471,2026-01-20 17:00:00,PRC-04,40,44,109.6,58,50,3,7,5.5,88,0,15.7
HIST-00472,2026-07-03 18:00:00,PRC-04,40,32,79.5,53,125,2,7,5.5,79,0,11.56
HIST-00473,2026-05-10 09:00:00,PRC-02,50,44,88.8,23,125,3,9,6.0,95,0,13.65
HIST-00474,2026-02-16 00:00:00,PRC-07,60,69,115.2,40,100,2,4,5.0,97,0,29.86
HIST-00475,2026-08-21 13:00:00,PRC-09,70,49,69.3,78,50,3,2,3.0,94,0,19.96
HIST-00476,2026-07-15 09:00:00,PRC-10,60,76,126.5,81,50,2,1,6.5,74,0,40.5
HIST-00477,2026-03-02 12:00:00,PRC-07,45,39,86.4,23,150,2,4,5.0,91,0,12.94
HIST-00478,2026-04-22 13:00:00,PRC-04,30,19,64.5,18,50,3,7,5.5,84,0,5.75
HIST-00479,2026-05-05 00:00:00,PRC-01,35,23,65.7,32,25,2,10,3.5,82,0,11.91
HIST-00480,2026-04-04 21:00:00,PRC-01,70,113,161.5,55,125,2,10,3.5,69,0,63.76
HIST-00481,2026-08-27 16:00:00,PRC-02,45,75,167.6,32,50,1,9,6.0,97,0,55.33
HIST-00482,2026-04-10 23:00:00,PRC-05,45,72,160.0,45,125,1,6,4.5,85,0,46.89
HIST-00483,2026-04-06 22:00:00,PRC-04,45,33,73.3,28,50,2,7,5.5,82,0,9.68
HIST-00484,2026-04-03 15:00:00,PRC-02,40,46,115.9,75,150,2,9,6.0,82,0,26.29
HIST-00485,2026-03-21 20:00:00,PRC-06,70,60,85.1,92,25,3,5,7.0,68,0,29.54
HIST-00486,2026-08-26 08:00:00,PRC-06,70,94,134.1,83,50,4,5,7.0,89,1,67.73
HIST-00487,2026-04-15 01:00:00,PRC-05,30,50,166.7,45,75,2,6,4.5,75,0,50.95
HIST-00488,2026-07-29 03:00:00,PRC-05,70,39,55.4,77,100,3,6,4.5,86,0,13.65
HIST-00489,2026-06-11 14:00:00,PRC-03,60,47,78.9,23,75,2,8,8.0,85,0,16.16
HIST-00490,2026-07-02 20:00:00,PRC-03,30,29,97.1,95,75,2,8,8.0,70,1,34.89
HIST-00491,2026-02-20 02:00:00,PRC-03,70,86,122.2,67,75,2,8,8.0,73,0,44.94
HIST-00492,2026-06-10 07:00:00,PRC-07,40,27,68.6,63,125,2,4,5.0,66,0,16.71
HIST-00493,2026-05-26 03:00:00,PRC-02,45,32,70.8,36,25,2,9,6.0,92,0,12.14
HIST-00494,2026-08-09 08:00:00,PRC-01,60,68,113.4,73,150,2,10,3.5,79,0,33.04
HIST-00495,2026-04-15 04:00:00,PRC-05,60,66,109.2,31,100,4,6,4.5,78,0,21.09
HIST-00496,2026-04-28 02:00:00,PRC-01,40,69,171.9,45,125,2,10,3.5,80,0,52.79
HIST-00497,2026-01-25 17:00:00,PRC-01,45,28,62.3,56,150,2,10,3.5,78,0,14.69
HIST-00498,2026-04-08 09:00:00,PRC-01,30,26,88.3,45,100,4,10,3.5,67,1,26.06
HIST-00499,2026-01-23 10:00:00,PRC-07,60,56,93.2,86,25,3,4,5.0,81,0,21.93
HIST-00500,2026-03-13 23:00:00,PRC-09,45,29,63.4,29,75,1,2,3.0,73,0,17.51
HIST-00501,2026-05-06 04:00:00,PRC-06,45,37,81.8,48,125,3,5,7.0,81,0,14.62
HIST-00502,2026-03-08 05:00:00,PRC-09,70,116,165.0,71,25,2,2,3.0,68,0,74.58
HIST-00503,2026-03-31 02:00:00,PRC-08,45,27,60.1,78,25,2,3,4.0,96,0,14.53
HIST-00504,2026-02-24 18:00:00,PRC-04,70,57,81.9,36,150,3,7,5.5,82,0,15.93
HIST-00505,2026-06-24 21:00:00,PRC-01,50,72,144.7,38,100,4,10,3.5,80,0,38.96
HIST-00506,2026-05-03 14:00:00,PRC-02,45,42,93.6,28,75,2,9,6.0,70,0,17.9
HIST-00507,2026-05-26 04:00:00,PRC-05,50,65,130.5,57,25,3,6,4.5,93,0,33.01
HIST-00508,2026-01-24 12:00:00,PRC-04,70,36,51.3,51,75,3,7,5.5,69,0,12.9
HIST-00509,2026-06-17 04:00:00,PRC-05,35,27,76.2,66,25,1,6,4.5,78,0,17.27
HIST-00510,2026-04-02 21:00:00,PRC-02,40,44,108.8,70,150,3,9,6.0,84,0,23.3
HIST-00511,2026-07-27 11:00:00,PRC-02,70,65,92.8,40,100,2,9,6.0,89,0,18.12
HIST-00512,2026-06-15 21:00:00,PRC-10,35,35,101.4,69,25,1,1,6.5,86,0,20.07
